,ML,loss,Input Num,Input,weight,MAPE train,MAPE test,MAPE val
397,lgb,l2,8,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_add', 'matrix_addloop']",1,0.034059014,0.065089857,0.073766705
56,lgb,l2,5,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_convloop', 'matrix_add']",1,0.032368054,0.065100808,0.074124633
259,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop', 'matrix_addloop']",1,0.031021541,0.065113872,0.073844928
81,lgb,l2,5,"['Total Frames', 'Params', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.026970387,0.065127934,0.074127048
206,lgb,l2,6,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.026970387,0.065127934,0.074127048
111,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop']",1,0.031738899,0.065135533,0.071237413
384,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.029389533,0.065141741,0.074775407
316,lgb,l2,7,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.032238193,0.065149836,0.069596536
377,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030934652,0.065150416,0.073283398
441,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030934652,0.065150416,0.073283398
353,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.030250681,0.065163736,0.074096438
431,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.030250681,0.065163736,0.074096438
168,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.030205883,0.065183309,0.072968186
54,lgb,l2,5,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot']",1,0.034371304,0.065185796,0.072419496
232,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.030475783,0.065227408,0.074227019
359,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.030475783,0.065227408,0.074227019
41,lgb,l2,5,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_convloop', 'matrix_add']",1,0.032961943,0.065231133,0.072415611
252,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.029783729,0.065274233,0.075343702
374,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.029783729,0.065274233,0.075343702
321,lgb,l2,7,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031939116,0.065300695,0.070911088
413,lgb,l2,8,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031939116,0.065300695,0.070911088
427,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.031866377,0.065346057,0.07475235
457,lgb,l2,10,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.031866377,0.065346057,0.07475235
113,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_addloop']",1,0.030842594,0.065379926,0.074967511
355,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.031405109,0.065418841,0.0734448
153,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_addloop']",1,0.031529865,0.065460246,0.071806023
78,lgb,l2,5,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dotloop', 'matrix_addloop']",1,0.028204002,0.065478833,0.076443457
372,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.029099204,0.065490268,0.074517215
118,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_addloop']",1,0.030117485,0.065503081,0.072793133
112,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_add']",1,0.030194112,0.065522364,0.074451677
166,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.031725489,0.065565889,0.072499035
352,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030702974,0.065573682,0.075345988
430,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030702974,0.065573682,0.075345988
238,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.032867925,0.065586759,0.076270221
336,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot']",1,0.030794479,0.065663231,0.070680104
215,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot']",1,0.031731757,0.065666197,0.071440321
209,lgb,l2,6,"['Total Frames', 'Params', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.027287274,0.065666801,0.072929534
335,lgb,l2,7,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.027287274,0.065666801,0.072929534
398,lgb,l2,8,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030232138,0.065692369,0.070045803
448,lgb,l2,9,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030232138,0.065692369,0.070045803
264,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.029259222,0.065712493,0.071667531
171,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031548397,0.065716831,0.073221916
310,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031548397,0.065716831,0.073221916
347,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.029718905,0.065741205,0.07143211
261,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030886857,0.065743597,0.073152424
381,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.030886857,0.065743597,0.073152424
285,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_add']",1,0.031757238,0.065761911,0.070829972
217,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_add']",1,0.031172108,0.065785177,0.074305718
245,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot']",1,0.031563926,0.065810592,0.071775858
182,lgb,l2,6,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.033498644,0.065838435,0.07314077
318,lgb,l2,7,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.033498644,0.065838435,0.07314077
46,lgb,l2,5,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_dotloop', 'matrix_add']",1,0.030041589,0.065851636,0.07359001
174,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.030819216,0.065860123,0.072133368
143,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_add']",1,0.031810265,0.06586795,0.070048851
341,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_add']",1,0.031410797,0.065898825,0.071832055
225,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_convloop', 'matrix_dot']",1,0.035500334,0.065918617,0.071706571
241,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031416588,0.065932176,0.073779411
366,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.031416588,0.065932176,0.073779411
249,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_dotloop']",1,0.032380428,0.065998469,0.073586076
371,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop']",1,0.032380428,0.065998469,0.073586076
272,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.034413543,0.066017906,0.075316465
387,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.034413543,0.066017906,0.075316465
379,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.031368803,0.066028314,0.072986124
108,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_add']",1,0.028798879,0.066050466,0.074500207
240,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop', 'matrix_add', 'matrix_addloop']",1,0.034890711,0.066066993,0.075270977
388,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.033373196,0.06609772,0.074034945
227,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_convloop', 'matrix_add']",1,0.033630482,0.066149997,0.074374336
138,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.034487377,0.066175105,0.07352673
425,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_add', 'matrix_addloop']",1,0.033407271,0.066181123,0.076481671
154,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_add', 'matrix_addloop']",1,0.036967919,0.066189232,0.068515194
137,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.034140905,0.066210236,0.073480061
276,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.034140905,0.066210236,0.073480061
373,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_addloop']",1,0.03149181,0.066215496,0.078137946
263,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.032036269,0.066238909,0.07270582
131,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.03307504,0.066258686,0.076210435
307,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.033775309,0.066286973,0.071741079
408,lgb,l2,8,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.033775309,0.066286973,0.071741079
266,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.032337494,0.066291293,0.077990623
364,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_conv', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.033680062,0.066306502,0.074279516
110,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot']",1,0.033690193,0.066312246,0.07339274
207,lgb,l2,6,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.030295521,0.066347287,0.073247177
291,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.033775151,0.066437514,0.072357512
334,lgb,l2,7,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.027318413,0.066457993,0.074198429
419,lgb,l2,8,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.027318413,0.066457993,0.074198429
250,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_add']",1,0.030479462,0.066468647,0.073844501
84,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv']",1,0.030996248,0.06649631,0.06693847
343,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.029903009,0.066525148,0.073891985
423,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.029903009,0.066525148,0.073891985
236,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.033844605,0.066536916,0.077224763
188,lgb,l2,6,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.033643514,0.066585363,0.078318126
202,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.029503532,0.066622165,0.075830773
331,lgb,l2,7,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_addloop']",1,0.029503532,0.066622165,0.075830773
223,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_addloop']",1,0.03282154,0.066668052,0.076397645
256,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.031454898,0.066689761,0.075174346
147,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_add']",1,0.033612167,0.066690814,0.072781671
221,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_addloop']",1,0.031608404,0.066702466,0.075947288
35,lgb,l2,5,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_conv', 'matrix_dot']",1,0.030549918,0.066711838,0.071106096
136,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.033308317,0.066732934,0.076649243
275,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.033308317,0.066732934,0.076649243
97,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop', 'matrix_add']",1,0.034187378,0.066739411,0.076791466
354,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.032750984,0.066770868,0.075626018
443,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.032887344,0.06689307,0.073943759
2,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_convloop']",1,0.034043538,0.066908374,0.071784605
220,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_add']",1,0.029703489,0.066918974,0.073898036
348,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_addloop']",1,0.03349862,0.06697661,0.079022433
116,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dot', 'matrix_addloop']",1,0.034148122,0.067053084,0.076503216
254,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_add', 'matrix_addloop']",1,0.032754495,0.067068451,0.072798817
201,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.028070808,0.06707806,0.074825311
330,lgb,l2,7,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.028070808,0.06707806,0.074825311
68,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_dotloop']",1,0.034690737,0.067114904,0.07959504
195,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop']",1,0.034690737,0.067114904,0.07959504
79,lgb,l2,5,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_add', 'matrix_addloop']",1,0.031308183,0.067136742,0.075550128
50,lgb,l2,5,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot']",1,0.032877249,0.06724862,0.072923002
434,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.034470288,0.067257699,0.077468799
461,lgb,l2,10,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.034470288,0.067257699,0.077468799
299,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.032994644,0.067289392,0.075749381
77,lgb,l2,5,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.031600362,0.067322907,0.080558805
20,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'matrix_convloop', 'matrix_add']",1,0.032957238,0.067381909,0.077161433
287,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.035911058,0.067590532,0.0762709
395,lgb,l2,8,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.035911058,0.067590532,0.0762709
433,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.032363086,0.067724486,0.077902123
115,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dot', 'matrix_add']",1,0.031512574,0.067724665,0.076280533
70,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_addloop']",1,0.029480994,0.06773615,0.073178276
129,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_add', 'matrix_addloop']",1,0.035679349,0.067810284,0.076571962
66,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_add']",1,0.030798664,0.067872618,0.073435706
251,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot', 'matrix_addloop']",1,0.03501019,0.067899679,0.079377257
332,lgb,l2,7,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.029767599,0.067920819,0.073490535
257,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_addloop']",1,0.032727338,0.067998939,0.081459527
393,lgb,l2,8,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.034713557,0.068038866,0.07181759
200,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_add', 'matrix_addloop']",1,0.031279228,0.068045587,0.072369956
458,lgb,l2,10,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.035511774,0.068056728,0.079733518
421,lgb,l2,9,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.032583038,0.068072756,0.079016986
213,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_add']",1,0.030743021,0.068092311,0.074986247
75,lgb,l2,5,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_add']",1,0.032626813,0.068275431,0.078571807
243,lgb,l2,7,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.035860641,0.068297931,0.074948199
67,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_convloop', 'matrix_addloop']",1,0.031310738,0.068562624,0.074228268
338,lgb,l2,8,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_convloop', 'matrix_add']",1,0.0341753,0.068632598,0.079430781
191,lgb,l2,6,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.034054437,0.068634512,0.074028761
325,lgb,l2,7,"['Total Frames', 'Params', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dot', 'matrix_dotloop', 'matrix_add']",1,0.034054437,0.068634512,0.074028761
293,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.036062498,0.068769292,0.078048198
76,lgb,l2,5,"['Total Frames', 'Params', 'matrix_convloop', 'matrix_dot', 'matrix_addloop']",1,0.034646213,0.068853113,0.078629067
102,lgb,l2,6,"['Total Frames', 'Params', 'transfer_all', 'transfer_continuous', 'matrix_dotloop', 'matrix_add']",1,0.036697451,0.068903082,0.081264749
162,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.037331958,0.069031883,0.078193994
303,lgb,l2,7,"['Total Frames', 'Params', 'transfer_continuous', 'matrix_conv', 'matrix_convloop', 'matrix_dotloop', 'matrix_add']",1,0.037331958,0.069031883,0.078193994
12,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_addloop']",1,0.036296488,0.069211248,0.079978909
83,lgb,l2,5,"['Total Frames', 'Params', 'matrix_dotloop', 'matrix_add', 'matrix_addloop']",1,0.035961462,0.069275477,0.087842233
9,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'transfer_roundtrip', 'matrix_dot']",1,0.031824324,0.069442415,0.072917831
203,lgb,l2,6,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dot', 'matrix_add', 'matrix_addloop']",1,0.034063669,0.069733693,0.083421236
14,lgb,l2,5,"['Total Frames', 'Params', 'transfer_all', 'matrix_conv', 'matrix_dot']",1,0.0361096,0.06979743,0.075461984
141,lgb,l2,6,"['Total Frames', 'Params', 'transfer_continuous', 'transfer_roundtrip', 'matrix_conv', 'matrix_dot']",1,0.035364613,0.069885909,0.072146796
73,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_add', 'matrix_addloop']",1,0.033813677,0.07019928,0.080507942
71,lgb,l2,5,"['Total Frames', 'Params', 'matrix_conv', 'matrix_dotloop', 'matrix_add']",1,0.033166672,0.070584048,0.079542744
