,Directory Name,Total Frames,Width,Height,Pixels,Directory Size (MB),Server Info,Model Name,Params,Categories,Inference Time (s),transfer_all,transfer_continuous,transfer_roundtrip,matrix_conv,matrix_convloop,matrix_dot,matrix_dotloop,matrix_add,matrix_addloop
377,frame3500_9,3500,720,1280,921600,5539.414231300354,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,76.17033433914185,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
378,frame4000_0,4000,720,1280,921600,5543.311743736267,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,86.96886205673218,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
379,frame4000_1,4000,360,640,230400,1780.361890792847,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,87.96072769165039,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
380,frame4000_2,4000,360,640,230400,1417.003812789917,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,88.43240451812744,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
381,frame4000_3,4000,360,640,230400,1053.2174882888794,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,88.27590942382812,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
382,frame4000_4,4000,720,1280,921600,4160.852443695068,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,87.07849597930908,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
383,frame4000_5,4000,360,640,230400,1361.965413093567,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,87.7663197517395,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
384,frame4500_0,4500,540,960,518400,2751.66600894928,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,98.34575700759888,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
385,frame4500_1,4500,360,640,230400,968.272162437439,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,99.36756205558775,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
386,frame4500_2,4500,360,640,230400,1522.766714096069,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,99.57084798812866,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
387,frame4500_3,4500,360,640,230400,1688.6479215621948,13th corei7 - GTX1080,Ultralytics/yolov8l,43700000,81,99.36418557167052,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
388,frame0500_0,500,360,640,230400,127.94269561767578,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,10.5714590549469,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
389,frame0500_1,500,720,1280,921600,599.6991939544678,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,11.181942224502563,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
390,frame0500_2,500,360,640,230400,118.56429481506348,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,10.665709018707275,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
391,frame0500_3,500,2160,3840,8294400,2999.1242027282715,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,16.304697275161743,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
392,frame1000_0,1000,360,640,230400,309.0996513366699,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,21.871466636657715,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
393,frame1000_1,1000,360,640,230400,404.8405485153198,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,21.464064121246334,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
394,frame1000_2,1000,540,960,518400,613.689887046814,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,21.384182691574097,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
395,frame1000_3,1000,360,640,230400,470.62690448760986,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,21.569180250167847,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
396,frame1000_4,1000,338,640,216320,218.37547492980957,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,21.44950246810913,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
397,frame1000_5,1000,720,1280,921600,1131.3090629577637,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,22.219454050064087,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
398,frame1500_0,1500,360,640,230400,426.1728382110596,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.21170163154602,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
399,frame1500_1,1500,360,640,230400,537.2491159439087,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,32.2807195186615,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
400,frame1500_10,1500,720,1280,921600,1689.7155990600586,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,33.92959141731262,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
401,frame1500_11,1500,720,1280,921600,1637.241135597229,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,32.99018669128418,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
402,frame1500_12,1500,360,640,230400,544.9795846939087,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,32.54430031776428,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
403,frame1500_13,1500,360,640,230400,316.7101163864136,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.47100067138672,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
404,frame1500_2,1500,720,1280,921600,2454.019359588623,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,36.54213285446167,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
405,frame1500_3,1500,360,640,230400,537.905837059021,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.893518924713135,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
406,frame1500_4,1500,360,640,230400,514.2756662368774,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.40739870071411,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
407,frame1500_5,1500,360,640,230400,444.860857963562,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.655775785446167,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
408,frame1500_6,1500,360,640,230400,456.89137268066406,13th corei7 - GTX1080,pytorch/ssd300_vgg16,35641826,81,31.986454486846924,0.21474,0.13715,0.17846,0.55801,2.28216,7.4431,0.96404,0.00994,0.98969
