,ML,loss,Input Num,Input,MAPE train(%),MAPE val(%),MAPE test(%),Leave One
1548,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.79643,3.10607,15.09844,13th corei5 - RTX3060 Ti
1549,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.77581,3.37284,20.34451,13th corei7 - GTX1080
1550,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.92008,3.53347,33.59943,13th corei5 - GTX1650
1551,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.48653,3.08594,23.37959,1th Xeon Gold - RTX4070
1552,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.85653,3.62845,9.84477,13th corei7 - RTX3050
1553,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.555,3.27196,16.27992,13th corei5 - GTX1080
1554,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.5557,3.23717,23.54503,13th corei5 - RTX4070
1555,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.48491,3.13341,8.3952,13th corei7 - RTX3060 Ti
1556,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.82304,3.47922,3.4474,13th corei5 - RTX3050
1557,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.83231,3.55728,23.16957,1th Xeon Gold - GTX1080
1558,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.66224,3.25215,24.8332,9th corei7 - RTX2080 Ti
1559,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.58924,3.10637,15.99131,13th corei7 - RTX4070
1560,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.96833,3.38401,149.31636,13th corei5 - RTX3060 Ti
1561,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.72292,3.30203,21.67233,13th corei7 - GTX1080
1562,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.90765,3.4337,62.56547,13th corei5 - GTX1650
1563,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.51438,3.308,31.05222,1th Xeon Gold - RTX4070
1564,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.15083,4.22813,7.42847,13th corei7 - RTX3050
1565,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.6025,3.31138,24.48338,13th corei5 - GTX1080
1566,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.65281,3.48751,47.66737,13th corei5 - RTX4070
1567,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.47658,3.03618,10.93985,13th corei7 - RTX3060 Ti
1568,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.20157,3.70888,5.71507,13th corei5 - RTX3050
1569,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.91798,3.36425,23.71537,1th Xeon Gold - GTX1080
1570,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",3.0555,3.57814,123.57901,9th corei7 - RTX2080 Ti
1571,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",2.83984,3.49687,5.94256,13th corei7 - RTX4070
1572,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",8.60615,8.60593,104.35721,13th corei5 - RTX3060 Ti
1573,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.34508,17.23548,22.41932,13th corei7 - GTX1080
1574,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",17.42394,18.83048,48.10829,13th corei5 - GTX1650
1575,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.34353,16.8503,39.39299,1th Xeon Gold - RTX4070
1576,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",9.57595,11.93258,43.79853,13th corei7 - RTX3050
1577,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.20016,17.50231,13.23433,13th corei5 - GTX1080
1578,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",14.77711,17.18155,34.85442,13th corei5 - RTX4070
1579,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",9.29475,12.01169,88.08204,13th corei7 - RTX3060 Ti
1580,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",8.95808,9.68391,49.08401,13th corei5 - RTX3050
1581,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.41155,18.06734,16.73605,1th Xeon Gold - GTX1080
1582,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.17387,17.45046,46.10854,9th corei7 - RTX2080 Ti
1583,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",15.00711,17.49839,7.105,13th corei7 - RTX4070
1584,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.70565,3.19499,22.45651,13th corei5 - RTX3060 Ti
1585,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.78989,3.40981,21.14971,13th corei7 - GTX1080
1586,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.85629,3.42974,33.42668,13th corei5 - GTX1650
1587,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.50765,3.11678,25.42152,1th Xeon Gold - RTX4070
1588,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.79315,3.50591,10.72207,13th corei7 - RTX3050
1589,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.48749,3.12037,13.73116,13th corei5 - GTX1080
1590,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.472,3.13823,24.98272,13th corei5 - RTX4070
1591,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.47818,3.20583,14.59617,13th corei7 - RTX3060 Ti
1592,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.78987,3.3209,10.00934,13th corei5 - RTX3050
1593,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.71918,3.39973,20.63433,1th Xeon Gold - GTX1080
1594,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.72404,3.21736,27.89372,9th corei7 - RTX2080 Ti
1595,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",2.58307,3.0668,13.30556,13th corei7 - RTX4070
1596,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.81986,5.50121,20.26246,13th corei5 - RTX3060 Ti
1597,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",3.7835,4.51505,16.92138,13th corei7 - GTX1080
1598,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.98875,5.66659,33.24431,13th corei5 - GTX1650
1599,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.63468,5.27434,24.57429,1th Xeon Gold - RTX4070
1600,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",3.70681,4.47467,14.02978,13th corei7 - RTX3050
1601,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",3.77089,4.62703,14.40221,13th corei5 - GTX1080
1602,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.61132,5.43821,26.17115,13th corei5 - RTX4070
1603,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.5911,5.27439,9.53791,13th corei7 - RTX3060 Ti
1604,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.06264,4.65536,14.19002,13th corei5 - RTX3050
1605,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.95297,5.56895,14.03681,1th Xeon Gold - GTX1080
1606,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.90736,5.42819,27.84573,9th corei7 - RTX2080 Ti
1607,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",4.64451,5.08773,15.8967,13th corei7 - RTX4070
1608,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.77335,3.34815,56.88434,13th corei5 - RTX3060 Ti
1609,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.82173,3.39531,19.28703,13th corei7 - GTX1080
1610,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.89819,3.47062,66.09565,13th corei5 - GTX1650
1611,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.51626,3.11537,25.07928,1th Xeon Gold - RTX4070
1612,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.78335,3.38059,10.57394,13th corei7 - RTX3050
1613,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.4905,3.15507,13.4495,13th corei5 - GTX1080
1614,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.47576,3.19257,46.46461,13th corei5 - RTX4070
1615,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.46769,3.02116,10.65067,13th corei7 - RTX3060 Ti
1616,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.77118,3.38287,8.81292,13th corei5 - RTX3050
1617,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.70911,3.33427,14.23785,1th Xeon Gold - GTX1080
1618,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.74899,3.25903,27.95582,9th corei7 - RTX2080 Ti
1619,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.57897,3.20646,6.33775,13th corei7 - RTX4070
1620,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.73644,3.14948,13.45669,13th corei5 - RTX3060 Ti
1621,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.79319,3.41547,20.73943,13th corei7 - GTX1080
1622,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.85819,3.40345,34.54609,13th corei5 - GTX1650
1623,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.52016,3.13212,24.55409,1th Xeon Gold - RTX4070
1624,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.81849,3.5561,11.41587,13th corei7 - RTX3050
1625,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.50169,3.14096,14.05743,13th corei5 - GTX1080
1626,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.51532,3.2126,23.68295,13th corei5 - RTX4070
1627,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.47095,3.01855,8.13106,13th corei7 - RTX3060 Ti
1628,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.83295,3.29362,4.37736,13th corei5 - RTX3050
1629,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.71594,3.40456,20.65879,1th Xeon Gold - GTX1080
1630,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.69369,3.28354,26.91578,9th corei7 - RTX2080 Ti
1631,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",2.61461,3.02773,15.38281,13th corei7 - RTX4070
1632,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.70898,3.21921,15.05147,13th corei5 - RTX3060 Ti
1633,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.76683,3.37942,20.29128,13th corei7 - GTX1080
1634,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.87327,3.51263,33.54857,13th corei5 - GTX1650
1635,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.49591,3.15083,24.48599,1th Xeon Gold - RTX4070
1636,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.81335,3.61346,9.50948,13th corei7 - RTX3050
1637,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.52833,3.30806,15.48908,13th corei5 - GTX1080
1638,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.49902,3.22958,26.29788,13th corei5 - RTX4070
1639,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.49032,3.04085,7.83992,13th corei7 - RTX3060 Ti
1640,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.80908,3.41351,4.30861,13th corei5 - RTX3050
1641,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.78793,3.47203,22.19908,1th Xeon Gold - GTX1080
1642,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.66224,3.25215,24.8332,9th corei7 - RTX2080 Ti
1643,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",2.6523,3.08295,15.69361,13th corei7 - RTX4070
1644,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81389,3.18944,47.58339,13th corei5 - RTX3060 Ti
1645,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.80253,3.28939,21.22571,13th corei7 - GTX1080
1646,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.85624,3.47476,62.39474,13th corei5 - GTX1650
1647,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.43945,3.0386,26.40032,1th Xeon Gold - RTX4070
1648,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76768,3.39147,7.23852,13th corei7 - RTX3050
1649,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.54088,3.27438,13.18177,13th corei5 - GTX1080
1650,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48377,3.22446,41.7988,13th corei5 - RTX4070
1651,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.45875,3.06442,9.67308,13th corei7 - RTX3060 Ti
1652,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.79088,3.52846,4.34183,13th corei5 - RTX3050
1653,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.76923,3.3883,13.61645,1th Xeon Gold - GTX1080
1654,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73099,3.19049,20.72862,9th corei7 - RTX2080 Ti
1655,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.49839,3.1956,5.91583,13th corei7 - RTX4070
1656,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.69813,3.20065,31.41665,13th corei5 - RTX3060 Ti
1657,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.77949,3.44141,19.9231,13th corei7 - GTX1080
1658,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.84918,3.40476,33.49035,13th corei5 - GTX1650
1659,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.51749,3.1288,25.51484,1th Xeon Gold - RTX4070
1660,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.81302,3.56095,10.76929,13th corei7 - RTX3050
1661,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.5017,3.22346,13.96614,13th corei5 - GTX1080
1662,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48546,3.16952,24.55585,13th corei5 - RTX4070
1663,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.48298,3.16136,13.72005,13th corei7 - RTX3060 Ti
1664,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.7617,3.33908,11.51618,13th corei5 - RTX3050
1665,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.73956,3.34049,20.04176,1th Xeon Gold - GTX1080
1666,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.72404,3.21736,27.89372,9th corei7 - RTX2080 Ti
1667,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",2.58098,3.0858,12.86242,13th corei7 - RTX4070
1668,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.82037,3.27042,14.83645,13th corei5 - RTX3060 Ti
1669,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.77912,3.3446,20.23387,13th corei7 - GTX1080
1670,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.89353,3.57023,33.58706,13th corei5 - GTX1650
1671,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.51582,3.13331,23.8638,1th Xeon Gold - RTX4070
1672,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",2.85044,3.58031,10.17053,13th corei7 - RTX3050
