,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
1825,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.78521,3.42926,20.38002
1826,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.86476,3.45,33.41632
1827,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.50841,3.09903,25.35792
1828,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78365,3.55738,10.65709
1829,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.57136,3.22453,15.55594
1830,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47231,3.23396,26.01249
1831,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.44896,3.15222,13.39448
1832,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.78378,3.36848,10.82137
1833,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.75115,3.3575,21.41747
1834,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
1835,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.60752,3.10884,13.47225
1836,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.46602,9.09571,14.0015
1837,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,8.3455,8.64659,17.15001
1838,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,9.19321,9.7822,36.07868
1839,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,5.52548,6.26682,27.91241
1840,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,9.06818,9.53029,3.56808
1841,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,7.47095,7.96473,14.8358
1842,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,8.26352,8.7035,19.821
1843,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,8.28526,8.49764,10.87179
1844,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,9.11014,9.47222,3.28082
1845,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,8.02982,8.37019,15.63962
1846,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,9.15199,9.38394,24.60921
1847,lgb,l2(rmse),6,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,7.94305,8.56759,25.86363
1848,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3060 Ti,9.1516,8.94632,103.74665
1849,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - GTX1080,15.3021,16.80062,21.3293
1850,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1650,16.70966,17.9332,48.56839
1851,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - RTX4070,16.15692,17.22666,27.16466
1852,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3050,10.24907,12.49293,43.92058
1853,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1080,15.20262,17.48731,25.42252
1854,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX4070,15.07546,17.50833,38.54193
1855,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3060 Ti,9.60271,11.9801,88.13452
1856,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3050,9.19554,10.12873,49.51884
1857,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - GTX1080,15.21417,17.69054,23.22347
1858,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",9th corei7 - RTX2080 Ti,15.14992,17.40567,112.28848
1859,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX4070,15.10474,17.80568,12.38859
1860,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3060 Ti,4.87925,5.42147,16.86808
1861,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - GTX1080,3.72753,4.35752,17.06897
1862,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1650,4.94487,5.58917,33.27125
1863,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - RTX4070,4.65531,5.26186,23.52886
1864,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3050,3.71651,4.4697,13.98817
1865,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1080,3.72389,4.55436,14.40002
1866,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX4070,4.61237,5.35262,24.52041
1867,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3060 Ti,4.57359,5.24411,9.43893
1868,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3050,4.02773,4.62673,14.17583
1869,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - GTX1080,4.9135,5.56173,15.4624
1870,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
1871,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX4070,4.70794,5.19272,16.2876
1872,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.69227,3.31252,207.46867
1873,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,15.36454,19.63092,21.57174
1874,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.8702,3.43167,66.08274
1875,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,20.27853,23.85114,23.52712
1876,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,19.89079,23.89198,13.68798
1877,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,21.98067,26.10752,16.17958
1878,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,21.03488,25.47023,64.4504
1879,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,22.75262,27.02606,81.90879
1880,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,19.9677,24.40016,6.87076
1881,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,22.33881,26.7001,15.66658
1882,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,20.61147,25.17164,45.52041
1883,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,19.41365,24.46651,30.35576
1884,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,10.74842,10.68812,104.67511
1885,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - GTX1080,17.22083,19.52138,12.89001
1886,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1650,18.47255,20.44442,43.41495
1887,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,17.91204,19.70627,38.48835
1888,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3050,16.21466,18.83128,29.11144
1889,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1080,15.9806,18.07551,21.42738
1890,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX4070,17.30133,20.16694,34.94247
1891,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,11.825,15.04186,76.50637
1892,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3050,16.26547,19.10104,23.90043
1893,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,17.73796,21.01295,18.6528
1894,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,17.67834,20.83192,29.51925
1895,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX4070,17.8368,21.04416,7.41935
1896,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3060 Ti,2.7711,3.20246,15.39114
1897,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - GTX1080,2.751,3.27752,20.00535
1898,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1650,2.87408,3.49742,33.64618
1899,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - RTX4070,2.52657,3.09801,23.93552
1900,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3050,2.84558,3.60115,9.78405
1901,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1080,2.51679,3.22359,16.01395
1902,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX4070,2.5246,3.27332,24.37714
1903,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3060 Ti,2.55381,3.16741,8.65474
1904,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3050,2.82988,3.45985,3.69871
1905,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - GTX1080,2.73998,3.44871,22.72137
1906,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
1907,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX4070,2.59776,3.08304,15.836
1908,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.96833,3.38401,149.31636
1909,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.72292,3.30203,21.67233
1910,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.90765,3.4337,62.63597
1911,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.51438,3.308,31.05222
1912,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,3.15083,4.22813,7.42847
1913,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.6025,3.31138,24.48338
1914,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.65281,3.48751,47.66737
1915,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47658,3.03618,10.93985
1916,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,3.20157,3.70888,5.71507
1917,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.91798,3.36425,23.71537
1918,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,3.0555,3.57814,112.65566
1919,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.83984,3.49687,5.94256
1920,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.60872,8.59533,104.37028
1921,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,15.34774,17.25944,21.99052
1922,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,17.42394,18.83048,48.23863
1923,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,15.43534,16.96616,39.13374
1924,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,10.30209,12.3811,43.4425
1925,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,14.69481,17.11072,13.3086
1926,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,14.88185,17.22346,33.61569
1927,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,8.96467,11.51495,88.53769
1928,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,9.15404,9.83052,48.94621
1929,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,15.37774,18.05068,16.95664
1930,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,15.17387,17.45046,39.15388
1931,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,14.99994,17.46423,7.51295
1932,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.70565,3.19499,21.67456
1933,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.78989,3.40981,21.14971
1934,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85629,3.42974,33.42668
1935,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.50765,3.11678,25.42152
1936,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.79315,3.50591,10.72207
1937,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.48749,3.12037,13.73116
1938,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.472,3.13823,24.98272
1939,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47818,3.20583,14.59617
1940,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.78987,3.3209,10.00934
1941,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71918,3.39973,20.63433
1942,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
1943,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.58307,3.0668,13.30556
1944,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,4.8055,5.47116,20.43353
1945,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,3.72428,4.39824,16.96581
